mark,year,mileage,fuel,price
1,2004,378000,3,22000
1,2004,157450,2,19700
1,2009,144500,2,28800
1,2006,349000,3,27800
1,2017,122500,3,126000
1,2017,90300,2,122900
1,2018,57000,3,255711
1,2012,222345,3,55900
1,2017,74600,3,109900
1,2012,239800,3,51700
1,2012,216845,3,57900
1,2015,113000,3,169740
1,2012,151000,3,87700
1,2013,193050,3,69500
1,2018,174000,3,128900
1,2015,111000,3,81900
1,2011,215000,3,59000
1,2014,351234,4,69900
1,2018,91024,3,110001
1,2013,78087,2,70000
1,2013,199709,3,61000
1,2015,113000,3,88900
1,2012,201000,3,66900
1,2017,55000,3,138990
1,2017,99009,3,132000
1,2017,145000,3,18600
1,2016,107000,2,86999
1,2016,195863,3,99999
1,2017,181462,3,117899
1,2013,124000,3,89500
1,2012,208000,3,58999
1,2014,243800,3,64900
1,2015,160000,3,75800
1,2015,195000,3,101500
1,2017,148616,2,119799
1,2015,124000,3,102900
1,2014,220000,3,67900
1,2014,154392,3,92900
1,2015,30000,2,99500
1,2017,116000,3,114900
1,2018,107513,3,129900
1,2016,167000,3,86800
1,2016,186000,3,89000
1,2015,93500,3,145000
1,2012,230563,3,65900
1,2018,86530,3,139898
1,2014,93200,3,94999
1,2013,158000,3,74900
1,2012,232000,3,51500
1,2018,37867,3,159900
1,2014,293000,3,69000
1,2015,160000,3,134900
1,2018,116000,2,145900
1,2013,186000,2,69900
1,2017,180964,3,122900
1,2016,185729,2,99000
1,2014,232000,3,62999
1,2018,110000,3,122900
1,2011,225155,3,56600
1,2012,403000,3,49900
1,2016,154000,2,78499
1,2015,162000,3,124845
1,2012,225000,3,69000
1,2011,195000,3,64000
1,2014,175000,2,64900
1,2012,170000,2,62900
1,2015,229000,3,115900
1,2012,212000,3,62900
1,2012,315360,3,48000
1,2011,182531,3,59900
1,2017,198200,2,105900
1,2016,142630,3,109900
1,2018,67700,3,144900
1,2012,277000,3,89000
1,2017,106300,3,114000
1,2015,72000,3,92500
1,2017,125883,3,116900
1,2016,128000,3,95000
1,2016,203000,3,106900
1,2013,167000,3,61900
1,2015,233000,3,83000
1,2012,246000,3,69999
1,2012,190000,3,58700
1,2014,260000,3,65000
1,2018,86201,3,169900
1,2014,149276,3,69000
1,2012,254123,3,56900
1,2015,105000,3,79900
1,2012,134000,3,72900
1,2011,265121,3,54400
1,2016,170000,3,112000
1,2013,166000,3,109900
1,2017,215304,3,177900
1,2018,149950,3,134899
1,2015,149745,3,104900
1,2017,25000,3,132000
1,2014,197100,3,96900
1,2013,219500,3,69900
1,2018,152846,3,155770
1,2016,62000,3,124900
1,2018,83800,3,142900
1,2015,156601,3,85800
1,2017,236526,3,96900
1,2016,146669,3,122998
1,2016,196000,3,119000
1,2018,179876,3,139998
1,2018,55277,3,144900
1,2018,30068,2,162900
1,2014,151545,3,65500
1,2015,218000,3,86500
1,2012,251300,3,61900
1,2018,92000,3,158000
1,2018,124980,3,179900
1,2013,260800,3,64999
1,2012,226000,3,54900
1,2014,214000,3,67500
1,2017,203000,3,102900
1,2015,179000,3,165000
1,2014,90500,3,85000
1,2012,250000,3,50900
1,2017,86600,3,162000
1,2017,83000,2,122889
1,2018,76496,3,179850
1,2013,134975,3,70000
1,2014,280101,3,66900
1,2012,317000,3,60000
1,2015,164529,3,122400
1,2017,94019,2,137900
1,2014,142400,2,75500
1,2011,342543,3,59900
1,2011,428500,3,39900
1,2012,200000,3,57900
1,2012,183000,3,59000
1,2013,194500,3,55900
1,2012,164000,3,61900
1,2011,185000,2,77900
1,2017,84000,3,130000
1,2012,203000,3,46900
1,2015,160000,3,85900
1,2014,207300,3,69900
1,2011,251000,3,63000
1,2017,99000,3,108999
1,2013,139600,3,86100
1,2012,186100,2,58900
1,2017,99000,3,136000
1,2012,225000,3,59500
1,2011,231000,3,61900
1,2015,138947,3,169900
1,2011,188709,3,57900
1,2014,220500,3,58500
1,2012,193046,2,59900
1,2014,151700,2,73000
1,2013,275400,3,56900
1,2014,198000,3,67500
1,2016,165317,3,184500
1,2018,80000,3,159900
1,2015,117000,3,105000
1,2011,363000,3,60900
1,2013,175000,3,57000
1,2015,122000,2,123000
1,2014,237000,3,68900
1,2016,43435,2,99999
1,2011,140000,3,98000
1,2021,1,3,288000
1,2021,1,3,274100
1,2021,1,3,402200
1,2018,40000,3,299990
1,2021,28350,2,229900
1,2020,9310,4,229900
1,2020,8769,3,259900
1,2020,20000,3,179900
1,2018,78120,3,249900
1,2018,130000,3,269900
1,2018,130000,3,269900
1,2021,1,3,198000
1,2021,27796,3,282900
1,2021,0,3,258750
1,2021,8,3,322451
1,2018,100900,3,199900
1,2019,105030,3,215900
1,2021,10,2,289153
1,2021,1,3,269800
1,2021,1,2,365100
1,2018,40034,3,289900
1,2021,21046,3,309900
1,2021,5,3,357078
1,2018,147306,3,149900
1,2020,16105,3,289900
1,2022,5,3,250900
1,2021,29830,3,274900
1,2020,47000,3,192188
1,2021,4489,3,249900
1,2021,8,3,270840
1,2021,25803,3,239900
1,2020,25300,3,255900
1,2021,10,3,353562
1,2021,29282,3,229900
1,2021,10,3,265000
1,2021,1,3,402200
1,2021,5000,3,299900
1,2020,27227,3,221500
1,2018,149784,3,139998
1,2021,10,3,288119
1,2019,123639,3,165041
1,2019,20000,2,199000
1,2021,12500,3,288800
1,2021,27319,3,219900
1,2018,29760,3,189900
1,2018,60026,3,279900
1,2021,1,3,323717
1,2020,27535,3,259900
1,2020,30053,3,194900
1,2018,72000,3,204900
1,2021,14086,3,319900
1,2021,5,4,383900
1,2020,34850,3,219900
1,2021,29788,3,274900
1,2020,21121,3,259900
1,2020,28050,3,254900
1,2020,29980,3,229900
1,2019,21114,3,219900
1,2020,19761,4,299900
1,2018,80000,3,274900
1,2021,16152,3,299900
1,2020,5982,4,309900
1,2021,26483,3,239900
1,2018,43000,3,217900
1,2020,9710,4,299850
1,2021,25000,2,249900
1,2021,27150,3,289900
1,2018,43100,3,292850
1,2020,25059,3,216900
1,2021,1,4,346130
1,2022,10,3,272500
1,2021,12570,2,254900
1,2021,10,3,296790
1,2021,29527,2,244900
1,2018,160000,3,149000
1,2021,27692,3,282900
1,2020,24612,3,289900
1,2022,5,3,288500
1,2020,23053,3,218900
1,2018,95808,3,219900
1,2018,144500,3,204000
1,2021,1,3,106920
1,2018,117500,3,229900
1,2020,21366,3,274900
1,2021,10804,3,299900
1,2021,11475,3,259900
1,2021,1,3,281900
1,2021,5,3,305000
1,2020,26400,3,255900
1,2020,27157,3,269900
1,2018,48699,3,212900
1,2021,27923,3,239900
1,2021,1,3,289500
1,2022,10,4,361020
1,2021,27357,3,284900
1,2021,28759,3,229900
1,2018,4411,3,257000
1,2021,1000,3,375170
1,2021,26823,3,239900
1,2021,5000,2,489900
1,2021,27931,3,244900
1,2021,25169,2,264900
1,2021,27543,3,244900
1,2018,90000,2,211806
1,2021,1,2,342536
1,2020,26400,3,269900
1,2021,8980,3,244900
1,2022,10,3,283900
1,2022,5,3,277900
1,2019,59300,3,179500
1,2021,1,3,344040
1,2020,40014,3,289900
1,2020,14003,3,226900
1,2022,5,3,318300
1,2018,99100,3,229900
1,2022,1,4,348730
1,2021,5,3,289300
1,2019,66200,3,186000
1,2020,14205,4,329900
1,2020,22915,3,259900
1,2021,27392,2,239900
1,2021,28836,3,224900
1,2022,5,3,294000
1,2022,5,3,285000
1,2021,500,3,266800
1,2020,6715,2,275900
1,2021,29038,2,267900
1,2021,0,3,252296
1,2019,52977,3,299900
1,2018,43712,3,252900
1,2020,26354,3,255900
1,2021,27692,3,282900
1,2021,18331,3,226900
1,2021,45,3,229900
1,2021,15399,3,324500
1,2019,34500,2,218900
1,2020,4244,4,299900
1,2020,96576,3,143418
1,2018,69000,3,199900
1,2021,34938,3,265900
1,2022,5,3,296900
1,2019,95000,3,187000
1,2019,34500,2,218900
1,2019,72400,3,245000
1,2020,69000,3,169000
1,2014,228863,3,131500
1,2017,132255,3,184900
1,2013,205000,3,85900
1,2016,189443,3,125900
1,2013,191000,3,83900
1,2013,178000,3,84000
1,2012,267000,3,79900
1,2012,248500,3,85000
1,2013,247000,3,87700
1,2014,253000,3,97500
1,2013,259000,3,79900
1,2014,278000,3,89999
1,2014,262000,3,93500
1,2012,200000,3,89900
1,2017,206000,3,159900
1,2013,280000,3,79000
1,2018,153000,3,237700
1,2012,214000,3,88400
1,2016,139000,3,199999
1,2013,129000,3,109000
1,2021,0,2,445804
1,2013,237200,3,84900
1,2013,153000,2,94999
1,2013,287143,3,94587
1,2013,233500,3,104550
1,2017,78600,2,155100
1,2017,66500,2,169000
1,2015,120000,3,176900
1,2010,163500,3,84200
1,2016,140000,3,205900
1,2016,49000,3,228000
1,2016,166000,2,115900
1,2011,332000,3,71900
1,2012,270577,2,67900
1,2016,249000,3,102000
1,2017,43900,2,144900
1,2014,56000,3,115000
1,2012,208000,2,78500
1,2017,69000,2,156900
1,2011,237000,3,72900
1,2016,108400,3,207870
1,2016,91000,2,133333
1,2018,56240,3,279900
1,2018,31600,2,268900
1,2018,67000,2,393600
1,2021,1,2,341219
1,2019,126700,3,214900
1,2019,6900,3,379000
1,2018,50000,2,300120
1,2003,343000,0,23900
1,2005,290000,3,29900
1,2005,181000,3,40000
1,2007,300000,2,32900
1,2003,407000,0,16500
1,2003,237866,2,21900
1,2007,247000,3,31000
1,2003,133750,2,47999
1,2009,258773,3,32000
1,2004,250000,2,25900
1,2006,240000,2,37000
1,2006,288641,0,29999
1,2003,246000,2,31900
1,2005,224000,0,35000
1,2008,240300,3,30900
1,2008,302000,3,38000
1,2004,159000,3,35055
1,2010,123500,3,115000
1,2008,160000,2,46900
1,2002,374230,0,21000
1,2005,267100,2,49900
1,2014,164000,3,199000
1,2011,299000,3,65900
1,2015,230000,2,149900
1,2015,131374,2,182600
1,2011,215000,3,95500
1,2015,126000,2,130900
1,2010,369079,3,71900
1,2011,182000,3,111000
1,2016,58000,3,247230
1,2011,139000,2,93000
1,2014,174524,3,189420
1,2015,69000,2,129900
1,2012,191876,3,99900
1,2011,248000,3,79900
1,2013,201000,3,100000
1,2013,139000,2,99900
1,2014,188429,3,159900
1,2011,135670,2,99900
1,2016,83000,2,148000
1,2015,137959,3,190000
1,2015,177920,3,149999
1,2013,129000,3,160000
1,2011,181955,3,98900
1,2017,67000,3,189900
1,2011,202790,3,79900
1,2016,42000,2,189800
1,2013,180000,2,98000
1,2012,285000,3,82000
1,2013,148342,2,99000
1,2012,199999,2,135000
1,2012,169000,3,119000
1,2015,133512,3,137900
1,2014,219000,3,145000
1,2020,33645,2,487950
1,2020,33645,4,487950
1,2021,28377,4,469750
1,2021,26635,4,439900
1,2020,26902,4,389900
1,2020,15600,3,409850
1,2021,5000,3,408000
1,2018,80480,3,369000
1,2020,4273,2,499900
1,2020,14097,3,449900
1,2020,17758,4,469900
1,2020,17600,4,459850
1,2020,22643,4,399900
1,2020,34341,3,429900
1,2020,17281,2,419900
1,1998,338270,0,18500
1,1997,290000,2,20900
1,2021,5,5,362662
1,2021,5,5,381800
1,2021,8000,5,499000
1,2019,60000,5,288824
1,2021,5,5,571330
1,2022,10,5,421500
1,2021,10,5,540913
1,2018,44931,2,124900
1,2021,5,2,186242
1,2021,1600,2,159900
1,2021,8912,2,147470
1,2019,55763,2,85900
1,2021,11947,2,137000
1,2022,10,2,149900
1,2018,40111,2,116900
1,2020,20290,2,125900
1,2021,10000,2,149900
1,2021,8729,2,139000
1,2021,10,2,174064
1,2021,9300,2,150000
1,2017,54000,3,110500
1,2013,117036,3,71000
1,2021,5,2,205917
1,2021,5,2,211181
1,2021,5,2,200371
1,2021,1,2,167400
1,2017,55700,2,93900
1,2020,16800,2,159900
1,2021,5450,2,224900
1,2021,5,2,175028
1,2021,5,2,193377
1,2021,5,2,171804
1,2021,5,2,185979
1,2014,185000,3,68900
1,2021,0,2,212100
1,2013,120000,3,75400
1,2021,27925,3,194900
1,2021,5,2,219979
1,2013,156000,3,75030
1,2021,5,2,211640
1,2013,192000,3,69900
1,2020,12100,3,217900
1,2021,30,3,178048
1,2020,16590,3,199900
1,2021,5,2,192600
1,2018,59650,2,119000
1,2021,10,2,195500
1,2021,0,4,247000
1,2021,8071,2,169900
1,2020,17848,2,174900
1,2021,8,2,176100
1,2021,5,2,193940
1,2021,5,2,170685
1,2012,268000,3,61900
1,2021,5,2,169322
1,2021,1,3,265900
1,2017,24200,2,89900
1,2021,1,2,194500
1,2021,1,2,206990
1,2020,25894,2,226900
1,2020,21460,3,197900
1,2021,10,2,182689
1,2016,60000,2,99000
1,2013,240005,3,51900
1,2021,10,4,247000
1,2021,10880,2,207900
1,2021,10,2,219900
1,2021,0,2,194223
1,2015,179000,3,75999
1,2021,5,2,192540
1,2012,186000,3,65000
1,2021,8,2,217230
1,2022,5,2,189900
1,2021,1,2,228550
1,2022,5,2,186500
1,2018,39000,2,129900
1,2021,2000,2,185000
1,2017,63000,2,89000
1,2014,167000,3,65000
1,2014,180000,3,74900
1,2020,11201,3,189900
1,2017,42312,2,117900
1,2016,49475,2,99900
1,2021,1,2,214400
1,2020,14500,2,169000
1,2021,11916,3,259900
1,2021,100,2,216900
1,2015,82000,2,87000
1,2016,75000,3,56700
1,2016,159848,3,96899
1,2013,120218,2,79900
1,2021,1350,2,211375
1,2020,24690,2,204900
1,2021,15,2,164500
1,2017,150008,3,118900
1,2021,5,2,196225
1,2021,5,2,239578
1,2012,213000,3,58000
1,2021,5,2,185000
1,2021,5,2,193273
1,2016,56000,2,75900
1,2021,8,4,269100
1,2021,1,2,191500
1,2014,169000,3,77800
1,2022,5,3,224500
1,2015,177200,3,83900
1,2017,73000,2,110900
1,2021,5,2,178976
1,2018,68800,2,107000
1,2014,108000,3,69900
1,2013,199000,3,63900
1,2017,149000,3,89900
1,2014,153400,3,69900
1,2012,202300,2,59900
1,2015,353000,3,2000
1,2021,10,2,255000
1,2017,27500,2,77900
1,2015,192000,3,72500
1,2014,153400,3,69900
1,2014,179000,3,69700
1,2012,202300,2,59900
1,2018,78260,2,104000
1,2021,1,5,257470
1,2021,5,5,302600
1,2021,10,5,272967
1,2022,5,5,284500
1,2021,10,5,277610
1,2021,10,5,274527
1,2021,0,5,293186
1,2021,5,5,300200
1,2022,10,5,319730
1,2021,1,5,319150
1,2021,10,5,313123
1,2021,10,5,273352
1,2021,10,5,274527
1,2022,5,5,224970
1,2021,7,5,224994
1,2021,5,5,282900
1,2016,74254,3,121900
1,2014,230000,3,77850
1,2011,183414,2,64899
1,2012,269877,3,63700
1,2014,140500,2,83900
1,2015,64500,3,102000
1,2015,119882,2,149900
1,2011,204400,3,66900
1,2011,280000,3,54900
1,2010,212000,0,59900
1,2020,44900,3,189900
1,2013,250958,3,77500
1,2010,219000,3,64990
1,2015,205000,3,79900
1,2009,220134,3,52800
1,2009,237400,3,56900
1,2015,203600,3,74000
1,2010,247000,3,64900
1,2015,138000,3,86999
1,2012,176000,2,64000
1,2010,169000,2,54400
1,2014,113822,3,96900
1,2015,232900,3,109900
1,2012,212445,3,66297
1,2011,193000,3,67900
1,2013,143000,3,92900
1,2009,232000,2,44800
1,2009,254742,3,51500
1,2016,63700,2,93000
1,2016,64000,3,99900
1,2014,202000,3,79900
1,2011,229500,3,61000
1,2014,162000,2,75400
1,2009,128557,2,59900
1,2008,189476,3,56900
1,2013,174000,3,69990
1,2015,93000,3,98500
1,2012,384000,3,53900
1,2015,111000,3,104900
1,2014,169900,3,89999
1,2008,126433,2,55500
1,2016,82652,2,89900
1,2012,192000,3,62200
1,2011,235000,3,59000
1,2009,154300,2,49999
1,2016,150000,2,79500
1,2015,208000,3,68900
1,2016,65000,2,89999
1,2009,184000,2,52900
1,2015,207000,3,93600
1,2014,140000,2,79900
1,2009,233000,3,55900
1,2012,280000,3,62999
1,2010,223000,3,61400
1,2008,177535,3,51000
1,2009,266905,3,59900
1,2010,293132,3,49900
1,2009,238000,3,52500
1,2014,239159,3,73500
1,2011,202321,3,53900
1,2012,182185,3,79900
1,2016,62000,3,99900
1,2009,296573,3,46000
1,2009,240500,3,54900
1,2012,225000,3,56500
1,2009,279000,3,56000
1,2016,56000,2,94900
1,2014,81400,3,86900
1,2014,195000,2,75000
1,2021,5,3,295500
1,2017,148300,3,159700
1,2018,144000,3,159900
1,2021,1,3,243400
1,2018,23543,3,210000
1,2021,10,3,321340
1,2021,20,3,245255
1,2021,8271,3,226900
1,2021,1,3,253200
1,2021,10,3,289623
1,2018,88500,3,167000
1,2020,12700,2,165000
1,2018,100000,3,155000
1,2019,80000,3,60000
1,2021,1,3,97200
1,2018,45540,2,127800
1,2018,35000,2,147000
1,2021,10,3,260170
1,2021,10,3,301710
1,2021,1,2,206999
1,2021,10,3,302400
1,2021,1,3,260662
1,2021,1,3,236300
1,2022,1,3,245800
1,2021,1,3,184500
1,2021,1,3,260212
1,2019,37000,2,164900
1,2021,1,3,215494
1,2022,5,2,308700
1,2018,70000,3,189900
1,2020,59806,2,115000
1,2019,23000,2,180810
1,2018,70956,3,173000
1,2020,52787,3,196900
1,2021,10,3,211100
1,2022,10,3,268500
1,2022,10,3,326500
1,2022,5,2,315718
1,2021,0,3,317006
1,2021,0,2,313716
1,2021,20,3,294277
1,2017,102614,3,176900
1,2022,10,3,211540
1,2021,10,3,233383
1,2022,5,3,262910
1,2022,5,3,271430
1,2021,1,2,306000
1,2021,10,3,238929
1,2022,1,4,325900
1,2022,5000,3,271550
1,2022,1,3,213500
1,2022,1,3,448600
1,2022,5,3,260700
1,2022,10,3,250400
1,2018,126077,3,173000
1,2021,7117,3,292000
1,2021,10,3,252117
1,2021,1,3,313837
1,2021,7,3,257823
1,2022,10,3,248800
1,2018,91125,3,174000
1,2021,5,3,230950
1,2020,49500,3,222630
1,2021,1,3,175499
1,2021,1,3,262401
1,2018,61000,3,169900
1,2022,5,2,299400
1,2021,12,2,263900
1,2020,11500,3,209000
1,2018,71300,2,163500
1,2021,5,3,284800
1,2019,43681,2,219900
1,2021,20,3,282000
1,2018,85873,3,174900
1,2019,94256,2,173000
1,2021,5,3,240700
1,2022,5,3,259500
1,2022,5,3,245700
1,2018,67000,2,135900
1,2017,66900,3,149989
1,2022,0,3,241000
1,2017,79000,2,129200
1,2022,1,3,268700
1,2021,20,3,268690
1,2018,153000,3,155999
1,2021,13000,3,235500
1,2020,15250,3,249000
1,2017,60500,2,152000
1,2017,134658,3,118900
1,2009,238000,3,75000
1,2011,146640,3,78500
1,2006,258123,3,47900
1,2007,301312,3,46900
1,2008,262000,3,49900
1,2011,133000,2,52900
1,2007,168000,2,39990
1,2010,163000,3,75030
1,2019,80998,3,269900
1,2011,156000,2,93400
1,2007,266000,3,48999
1,2007,227000,3,58900
1,2013,206000,3,99800
1,2006,350000,3,38000
1,2014,240000,3,105000
1,2012,265000,3,89900
1,2012,230000,3,90000
1,2013,262300,3,83900
1,2010,366000,3,78000
1,2017,81000,3,249900
1,2006,252000,2,39900
1,2012,188000,3,87000
1,2014,150000,3,135000
1,2006,257000,3,41900
1,2011,170000,3,95325
1,2021,8000,4,499900
1,2006,269800,3,48990
1,2013,258000,3,87500
1,2021,5,3,380700
1,2006,267000,3,48900
1,2013,248000,2,98500
1,2008,206000,3,58999
1,2016,135000,3,259000
1,2007,301312,3,46900
1,2021,1,3,347999
1,2010,163000,3,75030
1,2021,1,3,292999
1,2019,15300,3,383900
1,2022,5,3,376376
1,2021,5,3,356700
1,2022,4,3,307991
1,2022,1,3,326458
1,2022,4,3,326458
1,2022,10,3,363385
1,2022,10,3,443548
1,2017,147000,3,221400
1,2011,267000,3,80000
1,2021,1,3,285683
1,2021,5,3,468670
1,2021,6,3,385900
1,2021,5,3,407770
1,2021,12538,4,479900
1,2015,173000,3,185000
1,2013,136000,2,95000
1,2011,156000,2,93400
1,2006,103123,2,53000
1,2007,333000,3,41900
1,2017,84520,3,215250
1,2006,283000,3,33300
1,2013,206000,3,99800
1,2014,254399,3,92000
1,2018,77000,3,229900
1,2016,150000,3,159000
1,2022,5,3,376600
1,2010,230090,3,63000
1,2020,18432,3,389900
1,2017,101600,3,249000
1,2019,36252,3,339000
1,2007,309000,3,32000
1,2022,0,3,367294
1,2022,0,3,340567
1,2022,0,3,331934
1,2019,41000,3,344400
1,2021,10,3,369552
1,2016,77897,3,209900
1,2021,7392,4,499900
1,2008,331700,3,56999
1,2018,99858,4,279900
1,2016,132000,4,223860
1,2007,298000,2,43900
1,2015,130000,2,92500
1,2008,202000,0,46000
1,2009,446800,3,48900
1,2007,140000,2,49000
1,2008,219000,3,59900
1,2020,18405,4,425900
1,2021,7537,4,479900
1,2018,67722,3,329900
1,2015,189000,3,139900
1,2020,47630,3,294900
1,2021,5,3,342390
1,2007,357150,3,54900
1,2015,190000,3,169000
1,2017,91000,3,245000
1,2015,29000,2,101900
1,2019,27000,3,229900
1,2017,116846,3,258300
1,2007,132000,3,64900
1,2009,287000,3,75900
1,2006,299000,3,47000
1,2016,108000,4,289900
1,2008,322546,3,34900
1,2007,300000,3,49900
1,2008,250000,3,48900
1,2011,175000,3,79900
1,2016,223000,2,137900
1,2006,264000,3,43900
1,2007,281334,3,42000
1,2016,108000,4,289900
1,2012,182000,3,99000
1,2016,158101,3,199899
1,2011,175000,3,79900
1,2008,158000,2,55500
1,2021,4500,3,470000
1,2019,28888,2,419900
1,2018,90593,3,384500
1,2022,10,3,511209
1,2022,10,3,418018
1,2022,10,3,521765
1,2021,2,3,432406
1,2020,58000,3,386900
1,2019,28000,3,384000
1,2021,10,3,426666
1,2019,34200,3,405000
1,2021,8000,3,449000
1,2021,5,3,460050
1,2021,5,3,551780
1,2019,21000,3,345000
1,2021,2,3,432406
1,2021,12500,3,479900
1,2020,13200,2,345000
1,2019,28000,3,384000
1,2020,37934,3,449900
1,2021,8000,3,449000
1,2019,105610,2,169900
1,2020,15000,2,257999
1,2015,84000,2,159000
1,2021,1,2,322320
1,2019,71300,2,234499
1,2022,10,2,398670
1,2021,100,2,368000
1,2013,71669,2,124900
1,2018,34000,2,296800
1,2021,1,2,505175
1,2015,82000,2,153900
1,2019,30360,2,419900
1,2022,5,2,843000
1,2003,175000,2,59900
1,2016,234117,2,249900
1,2016,70000,2,279900
1,2021,20,2,1100000
1,2013,80000,2,209000
1,2021,20,2,816900
1,2008,190000,2,109900
1,2020,46000,2,645900
1,2015,155000,2,279000
1,2008,249921,2,95000
1,2014,150290,2,245000
1,2017,70226,2,330000
1,2008,87681,2,90000
1,2016,130000,2,237000
1,2018,35000,2,442800
1,2021,7,2,729990
1,2021,1,2,370247
1,2021,10,2,349332
1,2022,10,2,355200
1,2022,1,2,352528
1,2021,1,2,334029
1,2022,1,2,368480
1,2022,5,2,326800
1,2021,1,2,354200
1,2021,20500,2,340298
1,2021,10,2,328586
1,2021,5200,2,365000
1,2018,59458,2,194900
1,2017,175000,2,204900
1,2018,144841,2,207900
1,2017,167000,2,184900
1,2012,188900,2,79000
1,2018,57000,2,182000
1,2018,53000,2,189999
1,2014,50000,2,86000
1,2007,161000,2,45900
1,2015,123350,2,99500
1,2009,235532,2,69900
1,2008,178600,2,66500
1,2019,139000,2,179900
1,2008,231786,2,60270
1,2009,209650,2,63800
1,2009,197213,2,48000
1,2019,104901,3,249900
1,2020,12600,2,265000
1,2018,19500,2,209500
1,2012,153707,2,125000
1,2009,209899,2,52900
1,2019,19000,2,189000
1,2009,209650,2,63800
1,2009,197213,2,48000
1,2014,77000,2,93000
1,2008,231786,2,60270
1,2017,83500,2,170500
1,2021,5,3,417420
1,2020,12600,2,265000
1,2018,19500,2,209500
1,2007,230000,2,59500
1,2019,19000,2,189000
1,2017,74000,2,346860
1,2015,208000,2,175000
1,2021,10,2,735706
1,2012,210000,2,144000
1,2015,161000,3,97000
1,2015,156251,3,125000
1,2018,90100,2,292900
1,2021,5,3,448400
1,2018,56000,2,220000
1,2022,10,3,450800
1,2022,5,3,427700
1,2014,171000,2,105000
1,2021,10,3,432935
1,2019,20000,2,239900
1,2018,32000,2,249800
1,2021,1,3,445494
1,2021,3500,3,454880
1,2021,5,3,409314
1,2016,154000,3,127000
1,2021,10,3,416946
1,2019,26100,2,232470
1,2015,156251,3,125000
1,2021,5,3,425770
1,2018,56000,2,220000
1,2021,10,3,432935
1,2021,10,3,424898
1,2021,1,3,445494
1,2016,154000,3,127000
1,2013,219000,3,97000
1,2000,290000,0,19900
1,2004,215000,2,19900
1,2004,355950,2,19900
1,1999,194000,2,15800
1,2001,142000,2,22900
1,2008,172000,2,37900
1,2008,219000,2,32900
1,2008,282000,3,37900
1,2006,190107,2,34900
1,2007,170706,2,37900
1,2009,180000,2,36900
1,2012,120000,2,52900
1,2007,106621,2,57900
1,2013,114300,2,64999
1,2008,127000,2,34400
1,2011,98720,2,72000
1,2007,292452,2,39900
2,2014,48000,2,93900
2,2014,114393,2,72000
2,2020,44600,3,169900
2,2016,87700,3,117000
2,2017,57100,2,121777
2,2017,141005,3,99900
2,2016,75000,2,89900
2,2018,75700,3,149900
2,2019,57825,3,117900
2,2018,63320,3,157900
2,2018,116500,3,139900
2,2018,149000,3,85900
2,2017,106000,3,95500
2,2014,163602,3,62000
2,2019,56600,3,119900
2,2018,39296,3,119900
2,2017,57500,2,144900
2,2017,83300,3,147900
2,2017,158000,3,86899
2,2014,191811,3,62800
2,2015,160000,3,64900
2,2017,88400,2,99900
2,2012,166000,3,81500
2,2012,105160,2,89900
2,2010,261000,3,59900
2,2009,164900,3,67900
2,2014,249000,2,129700
2,2018,13201,5,123900
2,2020,5000,5,189860
2,2018,27864,5,125900
2,2021,20,5,188900
2,2017,30600,5,109900
2,2016,50000,4,109900
2,2015,65831,5,67700
2,2017,43500,4,109900
2,2020,4000,5,207900
2,2021,20,5,188900
2,2021,20,5,188900
2,2021,5000,5,188900
2,2018,21000,5,109470
2,2018,24993,5,119900
2,2018,21700,5,114900
2,2021,20,5,188900
2,2021,5000,5,188900
2,2016,79000,5,78800
2,2021,20,5,198900
2,2021,1500,5,179500
2,2018,34400,5,109900
2,2018,33500,5,125000
2,2021,5,5,211000
2,2021,6,5,197900
2,2021,19900,5,179900
2,2020,19900,5,179900
2,2020,11800,5,169900
2,2015,46000,5,79888
2,2015,33800,5,74900
2,2014,99900,5,64900
2,2014,65000,5,79900
2,2015,33700,5,82000
2,2021,6,5,197900
2,2014,101000,5,76000
2,2015,76000,5,76137
2,2016,122399,5,84900
2,2020,9000,2,373821
2,2017,31000,2,207870
2,2017,33430,2,175000
2,2020,112,2,439900
2,2018,31585,2,179800
2,2020,28000,2,378900
2,2017,44237,2,285000
2,2002,105000,2,150000
2,2018,44000,2,299900
2,2017,52300,2,322900
2,2021,5,2,509000
2,2012,110000,2,109000
2,2008,144000,2,89900
2,2021,20,2,576200
2,2009,140000,2,111000
2,2008,82000,2,136900
2,1988,220000,2,260000
2,2013,240000,2,125000
2,1996,79247,2,228900
2,2008,169700,2,129900
2,2011,80653,2,116850
2,2020,13500,2,377630
2,2021,20,2,605400
2,2018,12421,2,189100
2,2021,20,2,605400
2,2019,41000,2,162384
2,2020,22050,2,359900
2,2015,68400,2,166700
2,2021,15,2,490900
2,2019,38500,2,119900
2,2020,19700,2,599900
2,2018,27000,2,459900
2,2021,14450,2,939900
2,2020,19900,2,599900
2,2012,105000,2,139900
2,2014,103000,2,173000
2,2005,240000,2,95000
2,2021,58,2,979000
2,2021,5000,2,521000
2,2018,32000,2,430500
2,2019,69000,2,492000
2,2018,109710,2,345900
2,2021,5,2,814700
2,2018,34000,2,387450
2,2020,16800,2,689000
2,2021,9000,2,897000
2,2020,8600,2,729000
2,2005,187500,2,21900
2,2008,180000,2,24000
2,2010,206000,2,19900
2,2008,177000,2,22800
2,2009,204000,2,22000
2,2010,179800,2,18900
2,2005,230000,2,14900
