mark,year,mileage,fuel,price
5,2009,269600,3,29520
5,2014,211000,3,63500
5,2014,219140,3,56000
5,2008,306826,3,44000
6,2022,1,2,131600
6,2022,1,2,126800
6,2021,1,2,141200
6,2021,1,2,146500
6,2021,1,2,126300
6,2021,1,2,135500
6,2021,1,2,117800
6,2021,1,2,64338
6,2021,5,2,136800
6,2021,5,4,133000
6,2021,5,2,117900
6,2021,5,4,133380
6,2021,5,2,118500
6,2021,5,2,141200
6,2021,5,2,143600
6,2021,1,4,127200
6,2021,5,2,125680
6,2021,5,2,134340
6,2021,10,2,138900
6,2021,5,2,117900
6,2021,5,4,124900
6,2021,5,2,134615
6,2021,5,4,123552
6,2021,5,2,125595
6,2021,10,2,115660
6,2021,5,2,122700
6,2021,5,2,135400
6,2021,11,2,141200
6,2021,10,4,147200
6,2021,10,4,144990
6,2021,10,2,123390
6,2021,1,2,129400
6,2021,5,2,120700
6,2021,5,4,120980
6,2021,10,4,128700
6,2021,10,2,148200
6,2021,1,2,120600
6,2021,1,4,140800
6,2021,1,2,132100
6,2021,1,2,120400
6,2021,5,2,132100
6,2021,10,2,122700
6,2021,10,2,146100
6,2021,5,4,134200
6,2021,5,2,141200
6,2021,1,2,130500
6,2021,10,2,82000
6,2014,67640,2,44500
6,2019,17200,2,48900
6,2021,2500,2,110000
6,2020,8952,2,75900
6,2017,79252,2,46900
6,2016,55000,2,44900
6,2017,86000,2,57900
6,2015,100843,2,46000
6,2021,1,2,84900
6,2022,5,0,88150
6,2016,53000,2,44500
6,2016,82000,3,37500
6,2017,106014,2,49900
6,2015,126000,2,51900
6,2015,29825,2,49000
6,2013,145000,3,38900
6,2021,1,2,114600
6,2013,99000,2,30900
6,2016,104000,2,47900
6,2014,211000,3,28800
6,2021,1,2,139400
6,2018,53900,3,56900
6,2017,51942,2,57900
6,2017,24000,3,49900
6,2020,18800,2,75900
6,2021,1,0,90528
6,2016,24983,2,53850
6,2017,62095,2,56900
6,2013,101692,2,37900
6,2016,52000,2,49900
6,2018,22865,2,68900
6,2020,7350,2,75900
6,2021,5,0,82200
6,2021,10,0,90500
6,2017,136120,3,45900
6,2021,10,2,93700
6,2017,54753,2,50000
6,2014,91000,2,44500
6,2016,89000,3,49900
6,2015,69800,2,49900
6,2019,31190,0,66900
6,2020,470,4,119900
6,2015,61787,2,50000
6,2017,38648,2,64000
6,2017,23746,2,59000
6,2016,105866,3,34900
6,2014,133000,3,35700
6,2016,120000,3,39900
6,2016,131000,3,41800
6,2021,5,2,84300
6,2021,5,2,84300
6,2014,95252,2,52900
6,2017,67500,2,54800
6,2021,10,2,87600
6,2014,85000,2,39900
6,2021,1,2,78600
6,2017,67000,3,46800
6,2020,9900,2,75900
6,2014,109763,2,44900
6,2017,45500,2,56900
6,2013,150000,2,39900
6,2018,43700,2,61900
6,2021,20,2,73000
6,2021,4,0,91900
6,2021,1,0,81800
6,2015,88737,2,63900
6,2016,44300,2,44900
6,2021,1,2,83600
6,2015,53000,3,43890
6,2013,121500,2,37200
6,2013,55546,2,41500
6,2017,105000,3,44900
6,2014,150000,3,46900
6,2015,116000,3,47900
6,2014,54000,2,47900
6,2014,96126,2,41987
6,2016,44941,2,50000
6,2016,49853,3,45999
6,2021,5,0,84505
6,2018,37000,2,45900
6,2019,40000,2,64200
6,2014,156000,3,31900
6,2021,10,0,92600
6,2017,39611,2,59900
6,2016,55500,2,46500
6,2018,61740,2,61900
6,2016,130000,2,40900
6,2018,33000,3,54900
6,2014,23350,2,38900
6,2008,134000,2,9500
6,2001,195000,2,4900
6,2003,195000,2,5900
6,2004,165000,2,6950
6,2001,132350,2,2850
6,2002,178523,2,5500
6,2006,220000,2,3999
6,2008,211000,0,4590
6,2002,123000,2,5999
6,2000,215000,2,1500
6,2002,177000,2,2650
6,2010,185442,0,9500
6,2002,143575,2,6900
6,2006,79000,2,7300
6,2002,210000,2,5800
6,2007,191123,2,11250
6,2009,171300,2,9800
6,2007,147000,2,10900
6,2009,183160,2,15900
6,2012,173000,2,18500
6,2008,180000,2,6500
6,2006,96000,2,11500
6,2006,119000,3,10900
6,2008,166380,2,15500
6,2008,280000,3,10947
6,2006,198000,0,11900
6,2008,93000,2,11900
6,2008,180000,2,11000
6,2005,145467,2,5700
6,2010,121000,0,18900
6,2007,103443,2,11950
6,2012,300000,0,12300
6,2012,237000,2,15900
6,2010,99500,2,17500
6,2008,165000,2,11500
6,2009,167279,2,10300
6,2009,206000,3,9999
6,2007,249000,2,8900
6,2011,114299,2,19900
6,2010,45500,2,13900
6,2006,167000,2,11700
6,2008,201374,2,15900
6,2006,229152,3,8900
6,2009,72200,2,15000
6,2006,223000,2,9900
6,2008,161715,2,12900
6,2012,115010,2,16800
6,2010,179000,2,14900
6,2010,28180,2,22500
6,2007,122000,2,14997
6,2009,107254,2,33800
6,2009,159500,2,12900
6,2008,134000,2,11800
6,2006,122500,2,9500
6,2007,155000,2,11500
6,2009,175000,2,12900
6,2006,205280,2,7990
6,2008,163287,2,12300
6,2008,136000,2,10900
6,2006,128423,2,11900
6,2009,188240,2,22900
6,2012,123000,0,16900
6,2007,124000,2,12999
6,2012,97973,2,13900
6,2010,190000,2,16990
6,2009,119000,2,15900
6,2008,190000,2,14900
6,2006,214000,2,10900
6,2008,178567,2,11000
6,2006,189000,2,11900
6,2011,65000,2,19900
6,2011,114000,2,35000
6,2007,166000,2,8500
6,2011,244181,3,11999
6,2010,257764,3,14900
6,2007,149000,2,10900
6,2006,118000,2,17500
6,2011,125980,2,16500
6,2008,141000,2,11700
6,2008,208000,3,9900
6,2007,177000,0,12900
6,2007,125000,2,10500
6,2006,158059,2,13500
6,2006,155000,0,25900
6,2010,90000,3,14900
6,2006,98000,2,16000
6,2008,178000,2,10999
6,2008,163000,2,13900
6,2007,149000,2,14999
6,2007,160200,2,12900
6,2008,182000,2,12900
6,2006,200000,3,2990
6,2006,221345,2,8300
6,2008,199000,2,12500
6,2009,180000,0,12200
6,2017,119978,3,43900
6,2014,79595,2,36500
6,2013,47763,2,35500
6,2017,168324,3,35800
6,2019,20516,2,63500
6,2018,65000,3,43700
6,2017,171725,0,36990
6,2018,143000,3,44999
6,2014,166000,2,29999
6,2019,49000,2,49999
6,2017,128300,0,40900
6,2014,125000,2,29900
6,2013,110560,2,34900
6,2017,149000,0,33500
6,2018,136796,3,37500
6,2014,182000,2,26900
6,2017,124871,3,45900
6,2013,122000,2,27900
6,2016,80800,2,69999
6,2018,80050,0,42000
6,2013,75111,3,26000
6,2017,52560,2,49900
6,2017,91405,2,40900
6,2017,39000,2,37900
6,2016,60000,2,32500
6,2017,98937,3,42850
6,2018,63331,3,42900
6,2017,99720,3,38100
6,2015,36400,2,39900
6,2016,137000,2,39999
6,2019,17022,2,61000
6,2017,22790,2,46000
6,2013,35000,2,33900
6,2017,42400,2,45800
6,2020,36850,2,54900
6,2017,39000,3,46900
6,2017,178734,3,32500
6,2016,65000,3,34900
6,2015,45200,2,33999
6,2017,143056,0,38990
6,2014,127000,2,29300
6,2013,81000,2,24900
6,2013,82000,2,29700
6,2017,138000,0,32200
6,2017,106500,3,43600
6,2013,131268,2,29900
6,2018,126090,0,39990
6,2020,23150,2,53900
6,2017,109000,3,42900
6,2017,145100,3,35900
6,2020,37000,2,54900
6,2020,2990,2,46900
6,2017,24967,2,43600
6,2016,48626,3,40590
6,2013,112789,3,24500
6,2018,42619,3,39900
6,2019,44000,3,37900
6,2019,88130,2,49900
6,2019,22950,2,49998
6,2018,109400,0,39900
6,2017,77000,2,43900
6,2017,79500,3,41000
6,2018,69621,3,39000
6,2019,14000,2,41500
6,2017,141000,3,35900
6,2013,38592,2,31900
6,2018,59000,2,48900
6,2014,120000,3,18000
6,2018,137856,0,37900
6,2019,20500,2,45900
6,2018,64986,3,41820
6,2018,103500,2,40900
6,2015,169000,3,24969
6,2019,34400,2,44500
6,2017,55400,2,42900
6,2013,134547,2,27800
6,2019,80896,3,40900
6,2014,103948,2,30000
6,2019,14021,2,74000
6,2018,56260,3,44500
6,2013,90000,2,30900
6,2014,78535,2,30900
6,2014,97102,3,24000
6,2017,129000,0,35900
6,2015,80500,2,22900
6,2014,160600,2,25000
6,2016,52000,2,36900
6,2013,201000,3,22500
6,2015,61850,2,42500
6,2015,88565,3,31900
6,2020,19600,2,59900
6,2015,223367,3,21700
6,2015,71258,2,42900
6,2016,148000,3,28782
6,2018,24420,0,41900
6,2014,75000,3,29900
6,2018,65778,2,99900
6,2013,203000,3,22500
6,2016,137000,3,29990
6,2012,146000,2,24900
6,2016,66000,2,31900
6,2013,154000,2,29900
6,2017,145077,0,33900
6,2013,152000,2,29900
6,2015,115000,2,31800
6,2018,24800,2,48000
6,2019,21630,2,53500
6,2021,1,0,67300
6,2021,10,2,66900
6,2021,10,0,69600
6,2019,9000,2,52900
6,2019,3190,3,50900
6,2020,10000,2,59900
6,2020,25692,2,52750
6,2021,7,0,67300
6,2021,7,2,90800
6,2020,8700,0,61500
6,2021,10,0,74500
6,2021,1,2,76300
6,2021,5,2,66700
6,2021,5,0,67100
6,2021,5,0,70700
6,2021,1,2,64500
6,2021,1,2,74900
6,2021,10,2,75000
6,2019,11800,2,50000
6,2020,5400,2,46900
6,2020,2500,4,86900
6,2021,1,0,64200
6,2021,1,2,89990
6,2020,9700,2,49900
6,2022,1,2,72900
6,2021,1,0,67400
6,2021,13450,2,66900
6,2019,34427,2,63900
6,2020,12000,2,52900
6,2022,5,2,72900
6,2020,36000,2,54900
6,2020,23201,2,53900
6,2021,5,0,67800
6,2021,7,0,65900
6,2021,7,2,73800
6,2021,0,0,67100
6,2021,1,0,72800
6,2021,343,0,79999
6,2021,5,2,105100
6,2019,67000,2,57810
6,2019,24000,2,56999
6,2021,1,2,73850
6,2020,29000,2,58700
6,2021,8,2,78700
6,2019,56000,2,56900
6,2012,208600,3,25900
6,2014,227000,3,41800
6,2012,237000,3,25900
6,2004,375000,3,7500
6,2012,260000,3,26000
6,2007,280000,3,10500
6,2004,183000,2,11999
6,2005,236543,2,9800
6,2005,212000,2,12900
6,2006,218000,2,11900
6,2013,239000,3,34900
6,2009,252000,2,25000
6,2011,194500,3,16999
6,2009,240000,3,13500
6,2013,258000,3,37900
6,2008,281892,2,17600
6,2006,219800,3,12900
6,2004,345500,3,2750
6,2006,336000,2,15500
6,2006,198300,2,14700
6,2003,275000,2,3900
6,2004,250000,2,8999
6,2010,245000,3,16000
6,2009,248000,3,15900
6,2005,231310,3,5990
6,2013,169000,3,37900
6,2014,209000,3,41900
6,2005,264000,2,10900
6,2012,270000,3,19500
6,2011,250000,3,18800
6,2010,217000,2,21500
6,2008,250954,3,15999
6,2014,216000,2,17800
6,2008,270000,3,17400
6,2006,244000,3,12990
6,2004,230000,2,11912
6,2009,240000,2,19800
6,2017,146987,3,86500
6,2015,115937,3,93900
6,2017,82596,3,96900
6,2017,68356,3,74900
6,2016,37950,3,89800
6,2015,250000,2,61900
6,2016,220000,3,69900
6,2015,179381,2,73000
6,2017,80844,2,100000
6,2016,92000,3,87900
6,2017,79525,3,100000
6,2015,99000,3,67900
6,2015,168200,3,84900
6,2017,129476,3,84700
6,2017,171000,3,81900
6,2018,93000,2,119000
6,2015,62000,2,79900
6,2015,208000,3,63900
6,2017,169000,3,69999
6,2018,94000,3,75000
6,2015,116000,3,73900
6,2017,76521,2,100000
6,2018,91000,3,114894
6,2016,149000,3,78900
6,2017,44000,3,69900
6,2016,96500,3,74900
6,2005,220987,2,9400
6,2005,224876,0,13200
6,2008,188200,2,25900
6,2012,235572,3,46900
6,2001,240000,2,3000
6,2006,220000,2,17900
6,2004,290000,2,11700
6,2012,191000,2,53900
6,2013,199688,3,45900
6,2008,212000,2,31900
6,2013,258121,3,37900
6,2014,295000,3,37500
6,2004,290000,2,11700
6,2008,236609,2,26500
6,2009,296000,0,21900
6,2009,183000,2,25900
6,2007,235000,3,17999
6,2013,258121,3,37900
6,2011,278000,3,24900
6,2010,216000,2,22000
6,2010,120666,2,28499
6,2009,119000,2,26499
6,2011,102000,2,28900
6,2010,196000,2,21700
6,2013,190299,3,29000
6,2007,302111,3,7500
6,2010,205200,3,19900
6,2011,225100,2,25900
6,2012,89762,0,33000
6,2009,152804,3,17900
6,2011,206500,3,25900
6,2015,90900,3,49900
6,2011,189000,3,20999
6,2011,180000,2,26500
6,2011,195000,3,26900
6,2013,131400,2,29999
6,2013,278966,3,23900
6,2011,124655,3,31000
6,2012,146000,3,28900
6,2012,124098,2,36900
6,2012,144247,3,34000
6,2009,190000,2,22999
6,2013,230000,3,25800
6,2012,150000,3,25900
6,2009,129000,0,29000
6,2017,38300,2,79900
6,2017,95322,3,76000
6,2017,203956,3,55000
6,2018,38043,2,98000
6,2016,74900,2,56900
6,2014,200000,3,28990
6,2015,94000,2,46666
6,2018,69000,3,76900
6,2019,89000,3,69900
6,2018,72849,3,104900
6,2017,138000,3,58999
6,2017,168125,3,74900
6,2017,137793,3,69900
6,2017,99100,3,59900
6,2005,262000,3,6600
6,2004,186500,2,8400
6,2008,215000,2,16999
6,2007,234000,3,15900
6,2006,240000,3,9900
6,2004,199643,2,6999
6,2006,122000,2,9999
6,2007,180612,2,11500
6,2008,147000,2,14900
6,2007,310612,3,11400
6,2007,234000,3,15900
6,2007,354525,3,5900
6,2007,211154,2,12900
6,2014,177000,3,25900
6,2014,183000,0,26300
6,2010,192000,3,11900
6,2015,26300,2,39700
6,2013,172000,3,26900
6,2009,110741,2,22900
6,2014,129511,0,33500
6,2015,59725,2,58000
6,2016,170000,3,62005
6,2017,141000,2,65999
6,2019,17000,2,74999
6,2015,48870,3,65900
6,2018,89154,3,77700
6,2016,54537,2,65900
6,2020,17600,2,93900
6,2017,141000,2,65999
6,2020,14543,2,91700
6,2015,60000,2,69400
6,2022,5,2,124000
6,2017,65000,2,84999
6,2017,158869,2,59000
6,2016,47560,2,59900
6,2017,151000,3,65999
6,2021,5,2,113800
6,2016,270657,3,56900
6,2020,49005,3,104900
6,2016,40436,2,59900
6,2020,4000,2,114000
6,2020,30115,2,97500
6,2017,51521,2,72000
6,2015,114371,2,59900
6,2016,84500,3,72750
6,2019,46455,2,86900
6,2018,48000,2,66500
6,2016,45700,2,66800
6,2016,61780,2,68900
6,2015,62041,2,58900
6,2016,47667,3,76000
6,2020,1,2,101100
6,2020,23000,2,84819
6,2018,89203,3,76500
6,2021,10,2,95900
6,2018,91700,3,66900
6,2016,135000,3,54900
6,2018,29325,2,80000
6,2019,25000,2,100900
6,2019,44500,2,89900
6,2016,139900,3,59999
6,2018,35000,2,69900
6,2015,128000,2,64900
6,2017,92978,2,61900
6,2015,114000,3,58900
6,2015,89000,3,71900
6,2018,101271,3,65900
6,2015,153000,3,59200
6,2017,109300,3,69900
6,2015,188000,3,57900
6,2017,76626,2,75900
6,2017,72760,2,73900
6,2015,198000,3,49900
6,2016,98243,3,71000
6,2017,124625,3,83900
6,2017,93977,2,54000
6,2017,55000,3,65900
6,2016,77000,2,59990
6,2019,14852,2,87000
6,2016,48637,2,66900
6,2018,51550,2,70000
6,2018,110500,3,69500
6,2021,0,2,115998
6,2019,27928,2,92000
6,2015,118121,2,63900
6,2021,14720,2,105900
6,2008,176400,3,11500
6,2008,151294,2,18800
6,2008,165000,3,12800
6,2010,192000,2,20900
6,2010,247000,3,19500
6,2010,132500,3,10999
6,2008,188600,3,14900
6,2011,228559,3,20900
6,2012,268123,3,22900
6,2010,173000,3,14900
6,2017,259000,3,29900
6,2020,54000,3,69987
6,2019,42400,3,42000
6,2021,1,3,108180
6,2021,1,3,96530
6,2016,120000,3,35500
6,2015,149077,3,28290
6,2018,44900,3,116000
6,2018,41883,3,105000
6,2018,34071,3,118500
6,2009,228000,3,22900
6,2012,164000,3,39900
6,2008,268314,3,19999
6,2008,204667,3,18700
6,2012,157147,3,39900
6,2009,199000,2,24900
6,2018,48800,3,126800
6,2018,119000,3,98600
6,2017,100000,3,114900
6,2018,41883,3,105000
6,2010,190510,3,26900
6,2018,132454,3,114900
6,2011,115593,3,36900
6,2017,69000,3,89900
6,2017,46782,3,98500
6,2009,178105,2,28700
6,2008,178232,2,24900
6,2018,39672,3,103500
6,2008,165000,3,23900
6,2017,43400,3,104900
6,2021,4,3,174900
6,2014,125419,3,42800
6,2009,202100,2,22400
6,2011,238000,3,29900
6,2021,1,3,173900
6,2011,251000,3,31500
6,2019,62443,3,139900
6,2018,41600,3,74500
6,2021,10,3,170900
6,2013,104000,3,46900
6,2019,30500,3,120000
6,2019,165777,3,99999
6,2021,1,2,151500
6,2010,163681,3,31500
6,2011,218886,3,32500
6,2013,184989,3,39990
6,2020,43000,3,108000
6,2008,225000,3,24900
6,2009,194000,3,23900
6,2008,207000,3,25500
6,2012,148658,2,36900
6,2005,178250,2,8900
6,2006,227012,3,5900
6,2007,181000,2,9900
6,2004,192635,3,3200
6,2003,188600,2,4500
6,2006,280000,2,8800
6,2007,246000,0,10900
6,2007,237520,3,5300
6,2007,289000,0,11500
6,2001,203000,2,3499
6,2002,89000,2,7700
6,2006,340000,3,6500
6,2005,150000,2,5555
6,2004,244000,3,4600
6,2001,121576,2,4200
6,2001,323535,0,3900
6,2002,153700,2,3900
6,2005,143092,2,6900
6,2001,136224,2,8900
6,2006,251790,0,10500
6,2007,220000,0,5900
6,2007,251000,3,7800
6,2006,191800,0,9800
6,2006,120547,2,4899
6,2002,290000,3,4200
6,2002,234000,2,3200
6,2008,160000,2,25900
6,2008,202000,2,19900
6,2010,167000,2,28900
6,2007,122500,2,18450
6,2008,62450,2,36900
6,2011,243861,3,27900
6,2008,235434,3,16450
6,2012,219000,3,25400
6,2010,143120,3,20900
6,2007,127872,2,24000
6,2008,237654,2,24900
6,2009,193747,2,25900
6,2014,72000,2,41999
6,2014,239000,3,25500
6,2009,215995,3,14900
6,2010,251000,3,24988
6,2009,238835,3,18899
6,2011,175838,3,25900
6,2010,279000,2,20900
6,2014,266000,3,21900
6,2008,315000,3,11900
6,2012,254000,3,32999
6,2012,281100,3,23400
6,2011,118000,2,41500
6,2011,197000,3,23500
6,2009,222000,2,20900
6,2009,240350,3,18900
6,2010,189146,3,24900
6,2008,218500,3,17300
6,2007,163000,2,17500
6,2007,191721,3,19999
6,2008,188800,3,16800
6,2009,241000,3,19999
6,2012,215500,2,35900
6,2011,221000,2,22999
6,2010,223990,3,23500
6,2009,243166,2,18900
6,2007,149041,3,18990
6,2008,229000,2,17900
6,2009,152000,2,20500
6,2009,134000,2,21000
6,2015,159125,3,30000
6,2010,250000,3,22500
6,2008,124000,2,19800
6,2008,233000,3,15900
6,2011,279000,3,18900
6,2012,222000,3,26900
6,2008,219000,2,17900
6,2009,238000,2,25900
6,2008,187468,2,19900
6,2010,99000,0,39990
6,2010,168000,3,23000
6,2008,180359,0,17900
6,2010,146292,3,24000
6,2008,184000,3,18900
6,2010,79000,2,21700
6,2010,188000,3,25600
6,2014,152000,3,30500
6,2010,157000,3,15900
6,2008,100000,2,16900
6,2012,255000,3,16500
6,2008,210006,2,26900
6,2008,243000,3,19900
6,2010,200000,2,26999
6,2010,207960,3,26900
6,2013,168000,3,26700
6,2012,175382,3,32900
6,2009,337000,3,18900
6,2015,180750,3,26900
6,2008,238123,3,17900
6,2008,190000,2,19900
6,2012,142760,2,34900
6,2012,258000,3,24900
6,2011,182000,3,26900
6,2011,250000,2,21900
6,2008,218123,2,16900
6,2007,247000,2,16900
6,2008,189000,0,18950
6,2008,149000,3,19800
6,2008,246600,3,10900
6,2012,181637,3,24900
6,2008,295000,3,16200
6,2011,198000,3,28900
6,2011,286000,3,19900
6,2011,157465,2,30000
6,2007,222713,3,16300
6,2010,155000,3,16500
6,2008,240000,3,29900
6,2011,165000,3,26600
6,2005,235700,2,8950
6,2007,111500,2,12999
6,2005,161000,2,6500
6,2004,167000,2,10900
6,2008,187763,0,12000
6,2006,269800,0,12900
6,2004,188000,2,7800
6,2003,165000,2,8400
6,2004,143000,2,8900
6,2006,129179,3,9900
6,2008,225000,0,9900
6,2005,230000,0,12900
6,2002,200000,0,3900
6,2005,225000,3,8900
6,2003,106000,2,8900
6,2004,164880,2,8500
6,2004,128000,2,8300
6,2008,132000,2,13400
6,2004,190660,2,4990
6,2002,218900,2,5500
6,2004,190000,2,4900
6,2005,111290,2,8400
6,2008,126142,3,12900
6,2005,220779,3,6500
6,2006,189000,3,7999
6,2004,135800,2,7400
6,2007,142000,2,14900
6,2006,370000,3,9500
6,2005,163000,2,8800
6,2003,167000,2,5900
6,2008,223690,2,12900
6,2003,200000,0,7999
6,2008,178000,2,13900
6,2005,187000,2,5800
6,2006,315500,3,7900
6,2006,181755,2,7300
6,2006,185000,2,9900
6,2009,218000,2,13999
6,2011,205450,3,19900
6,2011,180000,3,21500
6,2015,110520,3,34900
6,2016,77000,2,35899
6,2008,205000,2,18900
6,2014,144000,3,32999
6,2011,84098,2,25900
6,2013,147750,3,31900
6,2011,126000,2,36900
6,2012,192000,3,27900
6,2012,140000,2,26900
6,2009,181100,3,22999
6,2013,70047,2,32900
6,2015,96862,3,35500
6,2015,126643,2,34500
6,2011,139000,3,28900
6,2009,111000,2,21000
6,2012,176000,3,33900
6,2008,170000,2,18900
6,2014,42200,2,38500
6,2013,139000,2,26950
6,2015,81700,3,35000
6,2013,124000,2,38900
6,2009,91400,2,29900
6,2010,208153,2,23900
6,2014,122000,3,29900
6,2010,170000,3,16400
6,2010,263000,3,19000
6,2014,89000,2,36900
6,2016,166730,3,34900
6,2009,138625,2,19900
6,2011,158728,2,21900
6,2012,134000,2,25499
6,2011,233784,2,21900
6,2010,188000,2,27800
6,2011,257000,3,15400
6,2013,153000,2,29900
6,2011,54000,2,24900
6,2012,197000,2,35900
6,2010,236000,3,17000
6,2010,205567,2,23900
6,2009,238000,3,15999
6,2010,107000,3,20799
6,2014,59428,2,38000
6,2010,79980,2,29900
6,2009,184400,2,23900
6,2010,230599,2,22500
6,2012,65000,2,45900
6,2013,193500,3,23900
6,2012,128000,2,21900
6,2009,195000,3,14990
6,2013,128000,2,28500
6,2015,67000,2,38900
6,2011,95200,2,24900
6,2009,185000,2,22900
6,2011,190000,3,22900
6,2011,127343,0,19999
6,2009,175870,2,26400
6,2014,86845,2,32900
6,2013,173231,2,24900
6,2009,189000,2,19900
6,2010,159828,2,25900
6,2010,143553,2,31900
6,2011,144025,2,21900
6,2011,147178,3,26000
6,2014,116230,2,39900
6,2011,237000,3,18500
6,2015,176000,2,27800
6,2014,292000,3,27900
6,2011,124000,2,23500
6,2015,115000,3,31900
6,2010,156000,3,16900
6,2009,149000,2,19900
6,2016,201000,3,28100
6,2015,197722,2,36999
6,2016,121000,3,34900
6,2012,148611,2,25000
6,2010,172000,2,30900
6,2013,98000,2,29915
6,2010,122000,0,49999
6,2012,85500,2,27900
6,2011,205097,3,21000
6,2014,117000,2,35500
6,2011,198787,2,24900
6,2012,157000,2,26900
6,2011,194000,2,24700
6,2009,126000,2,19500
6,2012,170000,2,21700
6,2008,145633,2,21800
6,2013,113130,2,34999
6,2011,180000,3,27900
6,2010,173000,3,19500
6,2015,144000,3,33900
6,2011,175004,3,18400
6,2011,138000,2,22900
6,2014,210871,3,42850
6,2009,168000,2,23500
6,2013,210000,2,16500
6,2010,125300,2,23800
6,2011,63050,2,27400
6,2010,172424,3,23999
6,2009,181699,3,19900
6,2009,215000,2,18999
6,2012,86900,2,66000
6,2011,120225,2,27000
6,2009,139000,2,21000
6,2015,104570,0,40000
6,2008,293000,2,18000
6,2009,185000,2,20800
6,2014,115822,3,31900
6,2009,248000,2,22400
6,2008,240000,3,15900
6,2009,150000,2,18950
6,2009,165200,3,17900
6,2011,102533,2,34500
6,2009,189500,2,18500
6,2010,180000,2,24900
6,2012,198000,3,20700
6,2013,185000,3,29900
6,2010,148140,2,22500
6,2009,131000,2,19900
6,2015,79762,2,34998
6,2009,140000,2,23600
6,2009,138700,2,24900
6,2010,86000,2,21900
6,2015,44000,2,35900
6,2014,189000,2,32990
6,2012,129765,2,20900
6,2009,113330,2,22900
6,2010,100000,2,22500
6,2009,113000,2,19500
6,2012,169000,2,28600
6,2009,190000,2,21900
6,2009,135378,0,23900
6,2013,172726,3,22500
6,2009,155000,0,26500
6,2011,197000,3,22500
6,2010,299500,3,19900
6,2010,167000,2,19900
6,2008,230000,0,20900
6,2012,149000,2,59900
6,2010,180000,2,18900
6,2016,113100,3,42900
6,2011,190000,3,17900
6,2015,194000,3,32000
6,2009,170456,2,19900
6,2013,105900,2,27900
6,2009,169300,2,21499
6,2010,179500,2,23900
6,2014,124000,3,26700
6,2021,10,2,96500
6,2017,145600,3,47900
6,2020,21500,3,84900
6,2019,59709,2,59000
6,2020,36000,3,79999
6,2020,19338,2,82000
6,2018,90224,2,64850
6,2018,45660,2,61000
6,2018,80658,2,60900
6,2018,38000,2,62500
6,2020,13100,3,71500
6,2017,84000,2,59900
6,2021,1,3,101800
6,2019,6600,2,59900
6,2017,107490,3,64999
6,2021,9,2,83100
6,2020,23350,3,82900
6,2021,1,2,98000
6,2018,88000,3,53900
6,2021,5,2,94900
6,2021,1,2,81200
6,2021,5,2,92450
6,2021,5,3,99900
6,2016,66427,2,43999
6,2021,8,3,91510
6,2021,5,2,112300
6,2019,31982,3,84900
6,2019,25996,2,84900
6,2017,59370,2,52900
6,2020,5000,4,123900
6,2017,71744,3,50200
6,2017,66000,2,53900
6,2018,34000,2,59900
6,2018,83493,2,65500
6,2019,65200,3,79900
6,2021,4,2,96400
6,2021,5,2,96900
6,2017,132500,3,64900
6,2021,5,2,109000
6,2021,5,2,113400
6,2021,10,2,98100
6,2021,1,2,114650
6,2017,122000,3,48900
6,2020,24000,3,82900
6,2017,132600,0,45900
6,2020,19000,3,59000
6,2016,38000,2,49999
6,2020,25418,3,84900
6,2017,68700,3,52600
6,2016,56509,2,59900
6,2016,44668,2,53900
6,2020,55000,3,44700
6,2019,24714,2,82000
6,2018,148321,3,59899
6,2021,1,2,104130
6,2019,30000,2,65900
6,2016,65400,2,54900
6,2021,12530,2,99900
6,2016,77000,3,63777
6,2016,122717,3,39000
6,2018,99000,3,49900
6,2020,78,4,116900
6,2019,59950,3,62900
6,2017,42203,3,51600
6,2016,91000,2,54900
6,2018,88610,3,68901
6,2020,34855,3,83900
6,2017,48055,2,54000
6,2016,68734,2,59900
6,2016,39875,2,48000
6,2016,95177,3,50000
6,2016,93450,2,44999
6,2021,1,2,122100
6,2019,56600,2,81900
6,2020,31719,3,89900
6,2016,142558,3,59900
6,2021,12,3,94900
6,2018,138177,3,56900
6,2017,70674,2,67990
6,2017,70674,2,67990
6,2021,1,2,109900
6,2016,67500,2,44800
6,2021,20,2,79700
6,2021,1,2,122100
6,2021,5,2,167900
6,2021,10,2,92600
6,2018,26070,3,57500
6,2021,7,2,88900
6,2020,46407,3,81900
6,2022,1,2,166000
6,2016,85690,2,59900
6,2017,100000,3,73999
6,2021,1,2,89900
6,2016,174333,3,52900
6,2017,39800,2,66800
6,2018,156345,3,64900
6,2019,51500,2,78900
6,2020,46950,3,79900
6,2019,18794,2,63900
6,2021,3,2,101900
6,2021,3650,4,126900
6,2020,28785,2,79900
6,2017,77000,2,55900
6,2016,70000,2,45800
6,2016,24930,2,55000
6,2018,102000,2,75000
6,2017,36322,2,60000
6,2017,64727,3,48501
6,2020,14000,3,67900
6,2019,38000,3,41500
6,2017,169000,3,38900
6,2018,38000,2,65000
6,2021,10,2,201900
6,2017,47064,2,69900
6,2021,10,2,89900
6,2016,175000,3,45900
6,2021,0,2,190900
6,2021,1,2,85600
6,2016,83611,3,45900
6,2021,1,2,113050
6,2018,16493,2,148500
6,2019,68000,2,149562
6,2018,38000,2,48900
6,2021,5,2,97900
6,2020,32455,2,79900
6,2017,62000,3,48900
6,2021,5,2,102800
